📺央视频道,#genre#
cctv14,http://59.173.243.210:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
cctv14,http://116.128.242.83:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源|
cctv14,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
cctv14,http://220.249.114.102:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|
cctv15,http://58.19.38.162:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|
cctv15,http://120.55.49.231:3095/rtp/233.50.201.15:5140$浙江电信组播源
cctv15,http://139.129.231.228:50060/rtp/239.21.1.16:5002$山东电信组播源
cctv15,http://59.173.243.210:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
cctv15,http://116.128.242.83:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源|
cctv15,http://61.136.172.236:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|
cctv15,http://220.249.114.102:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
cctv16,http://120.55.49.231:3095/rtp/233.50.201.192:5140$浙江电信组播源
cctv16,http://139.129.231.228:50060/rtp/239.21.2.51:5002$山东电信组播源
cctv16,http://59.173.243.210:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
cctv17,http://120.55.49.231:3095/rtp/233.50.200.113:5140$浙江电信组播源
cctv17,http://139.129.231.228:50060/rtp/239.21.1.186:5002$山东电信组播源
cctv17,http://59.173.243.210:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源

📡卫视频道,#genre#
广东卫视,http://tvpull.careryun.com/tv/gdws.m3u8$订阅源
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws$订阅源
广东卫视,http://39.164.160.249:9901/tsfile/live/0125_1.m3u8$订阅源
广东卫视,http://58.19.38.162:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|
广东卫视,http://218.89.240.144:59901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://120.55.49.231:3095/rtp/233.50.200.187:5140$浙江电信组播源
广东卫视,http://139.129.231.228:50060/rtp/239.21.1.92:5002$山东电信组播源
广东卫视,http://202.100.46.58:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://58.19.43.46:9901/tsfile/live/1039_1.m3u8$订阅源
广东卫视,http://183.94.1.118:8801/tsfile/live/0125_1.m3u8$订阅源
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8$订阅源
浙江卫视,http://zhfivel02.cztv.com/channel01/1080p.m3u8?auth_key=2524708799-0-0-adde67b1b344fdd5e512f30a4ae31915$订阅源
浙江卫视,http://58.19.38.162:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|
浙江卫视,http://218.89.240.144:59901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
浙江卫视,http://120.55.49.231:3095/rtp/233.50.200.231:5140$浙江电信组播源
浙江卫视,http://139.129.231.228:50060/rtp/239.21.1.90:5002$山东电信组播源
浙江卫视,http://218.3.138.25:1111/tsfile/live/1019_1.m3u8$订阅源
浙江卫视,http://58.17.48.228:808/hls/32/index.m3u8$订阅源
浙江卫视,http://202.100.46.58:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
浙江卫视,http://58.19.43.46:9901/tsfile/live/1037_1.m3u8$订阅源
浙江卫视,http://123.132.233.194:352/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://tvpull.careryun.com/tv/cn_hunws.m3u8$订阅源
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8$订阅源
湖南卫视,http://39.164.160.249:9901/tsfile/live/0128_1.m3u8$订阅源
湖南卫视,http://222.169.85.8:9901/tsfile/live/0128_1.m3u8$订阅源
湖南卫视,http://58.19.38.162:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|
湖南卫视,http://218.89.240.144:59901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://120.55.49.231:3095/rtp/233.50.201.103:5140$浙江电信组播源
湖南卫视,http://139.129.231.228:50060/rtp/239.21.1.158:5002$山东电信组播源
湖南卫视,http://218.3.138.25:1111/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://58.17.48.228:808/hls/31/index.m3u8$订阅源
北京卫视,http://tvpull.careryun.com/tv/cn_bjws.m3u8$订阅源
北京卫视,https://live.sjsrm.com/bjsjs/sd/live.m3u8$订阅源
北京卫视,http://39.164.160.249:9901/tsfile/live/0122_1.m3u8$订阅源
北京卫视,http://58.19.38.162:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|
北京卫视,http://218.89.240.144:59901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
北京卫视,http://120.55.49.231:3095/rtp/233.50.201.107:5140$浙江电信组播源
北京卫视,http://139.129.231.228:50060/rtp/239.21.1.88:5002$山东电信组播源
北京卫视,http://218.3.138.25:1111/tsfile/live/1021_1.m3u8$订阅源
北京卫视,http://223.241.247.214:9901/tsfile/live/1004_1.m3u8$订阅源
北京卫视,http://202.100.46.58:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖北卫视,http://z.b.bkpcp.top/m.php?id=hubws$订阅源
湖北卫视,http://222.169.85.8:9901/tsfile/live/0132_1.m3u8$订阅源
湖北卫视,http://58.19.38.162:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|
湖北卫视,http://218.89.240.144:59901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖北卫视,http://120.55.49.231:3095/rtp/233.50.201.114:5140$浙江电信组播源
湖北卫视,http://139.129.231.228:50060/rtp/239.21.1.163:5002$山东电信组播源
湖北卫视,http://202.100.46.58:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖北卫视,http://58.19.43.46:9901/tsfile/live/1044_1.m3u8$订阅源
湖北卫视,http://123.132.233.194:352/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖北卫视,http://36.32.174.67:60080/newlive/live/hls/28/live.m3u8$订阅源
黑龙江卫视,http://tvpull.careryun.com/tv/cn_hljws.m3u8$订阅源
黑龙江卫视,http://39.164.160.249:9901/tsfile/live/0143_1.m3u8$订阅源
黑龙江卫视,http://218.89.240.144:59901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
黑龙江卫视,http://120.55.49.231:3095/rtp/233.50.201.115:5140$浙江电信组播源
黑龙江卫视,http://139.129.231.228:50060/rtp/239.21.1.91:5002$山东电信组播源
黑龙江卫视,http://58.19.43.46:9901/tsfile/live/1008_1.m3u8$订阅源
黑龙江卫视,http://58.221.214.82:9901/tsfile/live/0143_1.m3u8$订阅源
黑龙江卫视,http://58.220.219.14:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
黑龙江卫视,http://113.57.93.165:9900/tsfile/live/1008_1.m3u8$订阅源
黑龙江卫视,http://111.61.236.247:9081/hls/34/index.m3u8$订阅源
安徽卫视,http://tvpull.careryun.com/tv/ahws.m3u8$订阅源
安徽卫视,http://39.164.160.249:9901/tsfile/live/0130_1.m3u8$订阅源
安徽卫视,http://58.19.38.162:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|
安徽卫视,http://218.89.240.144:59901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
安徽卫视,http://120.55.49.231:3095/rtp/233.50.201.113:5140$浙江电信组播源
安徽卫视,http://139.129.231.228:50060/rtp/239.21.1.159:5002$山东电信组播源
安徽卫视,http://223.241.247.214:85//tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
安徽卫视,http://123.182.60.29:9002/hls/28/index.m3u8$订阅源
安徽卫视,http://202.100.46.58:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
安徽卫视,http://58.19.43.46:9901/tsfile/live/1040_1.m3u8$订阅源
重庆卫视,http://tvpull.careryun.com/tv/cn_cqws.m3u8$订阅源
重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8$订阅源
重庆卫视,http://218.89.240.144:59901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
重庆卫视,http://120.55.49.231:3095/rtp/233.50.201.143:5140$浙江电信组播源
重庆卫视,http://139.129.231.228:50060/rtp/239.21.1.233:5002$山东电信组播源
重庆卫视,http://123.182.60.29:9002/hls/42/index.m3u8$订阅源
重庆卫视,http://58.19.43.46:9901/tsfile/live/1042_1.m3u8$订阅源
重庆卫视,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8$订阅源
重庆卫视,http://183.94.1.118:8801/tsfile/live/0142_1.m3u8$订阅源
重庆卫视,http://58.221.214.82:9901/tsfile/live/0142_1.m3u8$订阅源
东方卫视,http://tvpull.careryun.com/tv/dfws.m3u8$订阅源
东方卫视,http://39.164.160.249:9901/tsfile/live/0107_1.m3u8$订阅源
东方卫视,http://58.19.38.162:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|
东方卫视,http://218.89.240.144:59901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东方卫视,http://120.55.49.231:3095/rtp/233.50.201.125:5140$浙江电信组播源
东方卫视,http://139.129.231.228:50060/rtp/239.21.1.111:5002$山东电信组播源
东方卫视,http://218.3.138.25:1111/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东方卫视,http://202.100.46.58:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东方卫视,http://58.19.43.46:9901/tsfile/live/1035_1.m3u8$订阅源
东方卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8$订阅源
东南卫视,http://8.138.7.223/tv/fjtv.php?id=5$订阅源
东南卫视,http://58.19.38.162:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|
东南卫视,http://218.89.240.144:59901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://120.55.49.231:3095/rtp/233.50.201.146:5140$浙江电信组播源
东南卫视,http://139.129.231.228:50060/rtp/239.21.1.113:5002$山东电信组播源
东南卫视,http://202.100.46.58:9901/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://58.19.43.46:9901/tsfile/live/1046_1.m3u8$订阅源
东南卫视,http://183.94.1.118:8801/tsfile/live/0137_1.m3u8$订阅源
东南卫视,http://58.221.214.82:9901/tsfile/live/0137_1.m3u8$订阅源
东南卫视,http://113.57.93.165:9900/tsfile/live/0137_1.m3u8$订阅源
甘肃卫视,http://tvpull.careryun.com/tv/cn_gsws.m3u8$订阅源
甘肃卫视,http://139.129.231.228:50060/rtp/239.21.2.22:5002$山东电信组播源
甘肃卫视,http://202.100.46.58:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
甘肃卫视,http://110.80.17.38:9901/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://58.220.219.14:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
甘肃卫视,http://111.61.236.247:9081/hls/54/index.m3u8$订阅源
甘肃卫视,http://117.27.190.42:9998/tsfile/live/23277_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
甘肃卫视,http://121.33.239.242:9901/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://110.53.52.63:8888/newlive/live/hls/35/live.m3u8$订阅源
甘肃卫视,http://61.138.128.226:19901/tsfile/live/0141_1.m3u8$订阅源
广西卫视,http://tvpull.careryun.com/tv/cn_gxws.m3u8$订阅源
广西卫视,http://218.89.240.144:59901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广西卫视,http://120.55.49.231:3095/rtp/233.50.201.49:5140$浙江电信组播源
广西卫视,http://139.129.231.228:50060/rtp/239.21.1.39:5002$山东电信组播源
广西卫视,http://58.19.43.46:9901/tsfile/live/1004_1.m3u8$订阅源
广西卫视,http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8$订阅源
广西卫视,http://115.149.139.141:10001/tsfile/live/1037_1.m3u8?blog.ntnas.top$订阅源
广西卫视,http://58.221.214.82:9901/tsfile/live/0113_1.m3u8$订阅源
广西卫视,http://110.80.17.38:9901/tsfile/live/0113_1.m3u8$订阅源
广西卫视,http://116.9.204.242:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
贵州卫视,http://tvpull.careryun.com/tv/cn_gzws.m3u8$订阅源
贵州卫视,http://39.164.160.249:9901/tsfile/live/0120_1.m3u8$订阅源
贵州卫视,http://222.169.85.8:9901/tsfile/live/0120_1.m3u8$订阅源
贵州卫视,http://58.19.38.162:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|
贵州卫视,http://218.89.240.144:59901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
贵州卫视,http://120.55.49.231:3095/rtp/233.50.201.142:5140$浙江电信组播源
贵州卫视,http://139.129.231.228:50060/rtp/239.21.1.166:5002$山东电信组播源
贵州卫视,http://123.182.60.29:9002/hls/38/index.m3u8$订阅源
贵州卫视,http://202.100.46.58:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
贵州卫视,http://58.19.43.46:9901/tsfile/live/1011_1.m3u8$订阅源
海南卫视,http://tvpull.careryun.com/tv/hainws.m3u8$订阅源
海南卫视,http://218.89.240.144:59901/tsfile/live/1000_1.m3u8$订阅源
海南卫视,http://120.55.49.231:3095/rtp/233.50.201.55:5140$浙江电信组播源
海南卫视,http://139.129.231.228:50060/rtp/239.21.2.14:5002$山东电信组播源
海南卫视,http://36.32.174.67:60080/newlive/live/hls/46/live.m3u8$订阅源
海南卫视,http://58.221.214.82:9901/tsfile/live/0016_2.m3u8$订阅源
海南卫视,http://58.220.219.14:9901/tsfile/live/0120_2.m3u8?key=txiptv&playlive=1&authid=0$订阅源
海南卫视,http://59.173.243.210:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
海南卫视,http://117.27.190.42:9998/tsfile/live/23273_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
海南卫视,http://121.19.134.222:808/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
河北卫视,http://tvpull.careryun.com/tv/hbws.m3u8$订阅源
河北卫视,http://39.164.160.249:9901/tsfile/live/0117_1.m3u8$订阅源
河北卫视,http://218.89.240.144:59901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
河北卫视,http://120.55.49.231:3095/rtp/233.50.201.140:5140$浙江电信组播源
河北卫视,http://139.129.231.228:50060/rtp/239.21.1.168:5002$山东电信组播源
河北卫视,http://123.182.60.29:9002/hls/18/index.m3u8$订阅源
河北卫视,http://36.32.174.67:60080/newlive/live/hls/36/live.m3u8$订阅源
河北卫视,http://110.80.17.38:9901/tsfile/live/0117_1.m3u8$订阅源
河北卫视,http://111.61.236.247:9081/hls/17/index.m3u8$订阅源
河北卫视,http://117.27.190.42:9998/tsfile/live/23266_1.m3u8?key=txiptv$订阅源
河南卫视,http://tvpull.careryun.com/tv/cn_hnws.m3u8$订阅源
河南卫视,http://39.164.160.249:9901/tsfile/live/0139_1.m3u8$订阅源
河南卫视,http://58.19.38.162:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源|
河南卫视,http://218.89.240.144:59901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
河南卫视,http://120.55.49.231:3095/rtp/233.50.201.144:5140$浙江电信组播源
河南卫视,http://139.129.231.228:50060/rtp/239.21.2.37:5002$山东电信组播源
河南卫视,http://202.100.46.58:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
河南卫视,http://58.19.43.46:9901/tsfile/live/1006_1.m3u8$订阅源
河南卫视,http://183.94.1.118:8801/tsfile/live/1006_1.m3u8$订阅源
河南卫视,http://58.221.214.82:9901/tsfile/live/0139_1.m3u8$订阅源
吉林卫视,http://tvpull.careryun.com/tv/jlws.m3u8$订阅源
吉林卫视,http://120.55.49.231:3095/rtp/233.50.201.48:5140$浙江电信组播源
吉林卫视,http://139.129.231.228:50060/rtp/239.21.2.49:5002$山东电信组播源
吉林卫视,http://223.241.247.214:9901/tsfile/live/0116_1.m3u8$订阅源
吉林卫视,http://58.19.43.46:9901/tsfile/live/1007_1.m3u8$订阅源
吉林卫视,http://58.221.214.82:9901/tsfile/live/0116_1.m3u8$订阅源
吉林卫视,http://113.57.93.165:9900/tsfile/live/1007_1.m3u8$订阅源
吉林卫视,http://59.173.243.210:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
