卫视频道,#genre#
江西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
江西卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
云南卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000305/index.m3u8?IAS
云南卫视,http://[2409:8087:74F1:0021::0008]/270000001128/9900000035/index.m3u8
云南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010119/1.m3u8
山西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000021220/1.m3u8
山西卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000318/index.m3u8?IAS
西藏卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000317/index.m3u8?IAS
西藏卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/6603041244077933770/1.m3u8
西藏卫视,http://[2409:8087:1a0a:df::4039]/wh7f454c46tw2710545171_1093384597/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8?icpid=88888888&RTS=1713110546&from=4&hms_devid=1212&online=1713110546&vqe=3
东方卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
东方卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
吉林卫视,http://[2409:8087:1a0b:df::4020]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
吉林卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
延边卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
东南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
天津卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
天津卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
河南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
河南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
河南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
河南卫视,http://[2409:8087:1a0b:df::4020]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
大湾区卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/1.m3u8
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/index.m3u8
青海卫视,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
福建东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
宁夏卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000309/index.m3u8?IAS
宁夏卫视,http://[2409:8087:1a0b:df::4004]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
宁夏卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226454/index.m3u8
康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
山东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
内蒙古卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000319/index.m3u8?IAS
兵团卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
四川卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
四川卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
四川卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
北京卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
北京卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
新疆卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::4001]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/1.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
河北卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河北卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河北卫视,http://[2409:8087:1a0b:df::4020]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河北卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
海南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视,http://[2409:8087:1a0b:df::4020]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
山东教育卫视,http://[2409:8087:1a0a:df::402e]/wh7f454c46tw2754383805_-1220934996/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8?icpid=88888888&RTS=1713110589&from=4&hms_devid=1103&online=1713110589&vqe=3
安多卫视,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
厦门卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000266006/1.m3u8
厦门卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?IAS


央视频道,#genre#
CCTV-1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV-1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV-1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8#http://eastscreen.tv/ooooo.php?id=CCTV1HD
CCTV-1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV-1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV-1,http://110.241.188.219:808/hls/1/index.m3u8
CCTV-1,http://114.234.58.79:3000/rtp/239.49.8.129:6000$1920x1080
CCTV-1,http://183.185.167.58:8084/rtp/226.0.2.153:9136$1920x1080
CCTV-1,http://114.234.58.104:3000/rtp/239.49.8.129:6000$1920x1080
CCTV-1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8
CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-1,http://183.185.221.116:8085/rtp/226.0.2.153:9136$1920x1080
CCTV-1,http://183.185.13.120:8083/rtp/226.0.2.153:9136$1920x1080
CCTV-1,http://183.185.41.114:8082/rtp/226.0.2.153:9136$1920x1080
CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8
CCTV-1,http://183.191.247.183:8083/rtp/226.0.2.153:9136$1920x1080
CCTV-1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8
CCTV-1,http://183.185.41.49:8082/rtp/226.0.2.153:9136$1920x1080
CCTV-1,http://119.39.97.2:9002/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://124.228.160.169:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://123.14.204.67:10010/rtp/225.1.4.73:1102$1920x1080
CCTV-1,http://221.198.182.240:8888/rtp/225.1.1.120:5002$1920x1080
CCTV-1,http://114.234.58.111:3000/rtp/239.49.8.129:6000$1920x1080
CCTV-1,http://60.10.225.157:555/rtp/239.253.92.83:8012$1920x1080
CCTV-1,http://27.10.210.156:8008/rtp/225.0.4.74:7980$1920x1080
CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV-1,http://27.10.128.93:8002/rtp/225.0.4.74:7980$1920x1080
CCTV-1,http://60.220.167.139:8082/rtp/226.0.2.153:9136$1920x1080
CCTV-1,http://222.241.154.37:9901/tsfile/live/23001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-2,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8#http://eastscreen.tv/ooooo.php?id=CCTV2HD
CCTV-2,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-2,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/1.m3u8
CCTV-2,http://123.113.34.218:4022/rtp/239.3.1.60:8084$1920x1080
CCTV-2,http://125.113.131.95:8888/rtp/233.50.201.119:5140$1920x1080
CCTV-2,http://27.184.66.85:1024/rtp/239.254.200.158:6000$1920x1080
CCTV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV-2,http://222.241.154.37:9901/tsfile/live/23002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://118.112.148.249:4022/rtp/239.93.1.23:6000$1920x1080
CCTV-2,http://124.228.160.169:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://222.95.92.12:4000/rtp/239.49.1.2:6000$720x576
CCTV-2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8
CCTV-2,http://27.19.146.209:2701/rtp/239.69.1.102:10250$1920x1080
CCTV-2,http://114.253.165.121:10000/rtp/239.3.1.60:8084$1920x1080
CCTV-2,http://222.95.92.12:4000/rtp/239.49.8.130:6000$1920x1080
CCTV-2,http://125.113.131.95:8888/rtp/233.50.201.2:5140$720x576
CCTV-2,http://221.216.137.230:8012/rtp/239.3.1.60:8084$1920x1080
CCTV-2,http://121.24.98.21:8090/hls/10/index.m3u8
CCTV-2,http://114.243.104.92:8888/rtp/239.3.1.60:8084$1920x1080
CCTV-2,http://182.136.211.152:8888/rtp/239.93.1.23:6000$1920x1080
CCTV-2,http://123.145.56.99:8001/rtp/225.0.4.132:7980$1920x1080
CCTV-2,http://118.113.254.110:18888/rtp/239.93.1.23:6000$1920x1080
CCTV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-2,http://27.10.128.93:8001/rtp/225.0.4.132:7980$1920x1080
CCTV-2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226540/index.m3u8
CCTV-3,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-3,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225799/index.m3u8
CCTV-3,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8#http://eastscreen.tv/ooooo.php?id=CCTV3HD
CCTV-3,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-3,http://27.10.77.95:8008/rtp/225.0.4.142:7980$1920x1080
CCTV-3,http://27.9.90.45:8005/rtp/225.0.4.142:7980$1920x1080
CCTV-3,http://211.158.155.182:8008/rtp/225.0.4.142:7980$1920x1080
CCTV-3,http://27.184.66.85:1024/rtp/239.254.201.152:7205$1920x1080
CCTV-3,http://27.19.146.209:2701/rtp/239.69.1.122:10370$1920x1080
CCTV-3,http://39.134.67.108/PLTV/88888888/224/3221225799/1.m3u8
CCTV-3,http://125.113.131.95:8888/rtp/233.50.201.196:5140$1920x1080
CCTV-3,http://123.145.56.99:8001/rtp/225.0.4.142:7980$1920x1080
CCTV-3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-3,http://220.192.2.245:8001/rtp/225.0.4.142:7980$1920x1080
CCTV-3,http://221.216.137.230:8012/rtp/239.3.1.172:8001$1920x1080
CCTV-3,http://114.243.104.92:8888/rtp/239.3.1.172:8001$1920x1080
CCTV-3,http://118.112.148.249:4022/rtp/239.93.1.11:2223$1920x1080
CCTV-3,http://27.10.128.93:8001/rtp/225.0.4.142:7980$1920x1080
CCTV-3,http://222.241.154.37:9901/tsfile/live/23003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://121.24.98.21:8090/hls/11/index.m3u8
CCTV-3,http://119.39.97.2:9002/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://124.228.160.169:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://211.158.152.88:8003/rtp/225.0.4.142:7980$1920x1080
CCTV-3,http://182.136.211.152:8888/rtp/239.93.1.11:2223$1920x1080
CCTV-3,http://118.113.254.110:18888/rtp/239.93.1.11:2223$1920x1080
CCTV-4,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-4,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-4,http://211.158.152.88:8001/rtp/225.0.4.176:7980$1920x1080
CCTV-4,http://123.113.34.218:4022/rtp/239.3.1.213:4220$1920x1080
CCTV-4,http://118.112.148.249:4022/rtp/239.93.1.105:5140$1920x1080
CCTV-4,http://222.241.154.37:9901/tsfile/live/23004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://27.10.77.95:8008/rtp/225.0.4.176:7980$1920x1080
CCTV-4,http://121.24.98.21:8090/hls/12/index.m3u8
CCTV-4,http://221.216.137.230:8012/rtp/239.3.1.213:4220$1920x1080
CCTV-4,http://220.192.2.245:8001/rtp/225.0.4.176:7980$1920x1080
CCTV-4,http://221.216.137.230:8012/rtp/239.3.1.105:8092$1920x1080
CCTV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-4,http://118.113.254.110:18888/rtp/239.93.1.105:5140$1920x1080
CCTV-4,http://114.253.165.121:10000/rtp/239.3.1.213:4220$1920x1080
CCTV-4,http://114.243.104.92:8888/rtp/239.3.1.105:8092$1920x1080
CCTV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8
CCTV-4,http://124.228.160.169:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://27.184.66.85:1024/rtp/239.254.201.205:4220$1920x1080
CCTV-4,http://182.136.211.152:8888/rtp/239.93.1.105:5140$1920x1080
CCTV-4,http://39.134.67.108/PLTV/88888888/224/3221225797/1.m3u8
CCTV-4,http://125.113.131.95:8888/rtp/233.50.200.101:5140$1920x1080
CCTV-4,http://114.243.104.92:8888/rtp/239.3.1.213:4220$1920x1080
CCTV-4,http://119.39.97.2:9002/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://27.10.128.93:8001/rtp/225.0.4.176:7980$1920x1080
CCTV-5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8#http://eastscreen.tv/ooooo.php?id=CCTV5HD
CCTV-5,http://183.185.41.114:8082/rtp/226.0.2.22:8088
CCTV-5,http://183.185.41.49:8082/rtp/226.0.2.22:8088
CCTV-5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5,http://60.220.167.139:8082/rtp/226.0.2.22:8088
CCTV-5,http://171.116.15.89:8082/rtp/226.0.2.22:8088
CCTV-5,http://171.116.15.89:8082/rtp/226.0.2.209:9584
CCTV-5,http://113.206.119.145:8002/rtp/225.0.4.143:7980
CCTV-5,http://39.134.67.108/PLTV/88888888/224/3221225818/1.m3u8
CCTV-5,http://110.241.188.219:808/hls/5/index.m3u8
CCTV-5,http://60.220.167.81:8082/rtp/226.0.2.209:9584
CCTV-5,http://124.228.160.169:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://60.220.167.81:8082/rtp/226.0.2.22:8088
CCTV-5,http://119.39.97.2:9002/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://183.185.41.114:8082/rtp/226.0.2.209:9584
CCTV-5,http://60.220.167.139:8082/rtp/226.0.2.209:9584
CCTV-5,http://222.241.154.37:9901/tsfile/live/23005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://221.234.167.191:8888/rtp/239.69.1.123:10376
CCTV-5,http://171.116.15.89:8083/rtp/226.0.2.209:9584
CCTV-5,http://183.185.41.49:8082/rtp/226.0.2.209:9584
CCTV-5,http://171.116.15.89:8083/rtp/226.0.2.22:8088
CCTV-5,http://123.145.34.254:8001/rtp/225.0.4.143:7980
CCTV-5+,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-5+,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-5+,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8#http://eastscreen.tv/ooooo.php?id=CCTV5+HD
CCTV-5+,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225507/index.m3u8
CCTV-5+,http://124.228.160.169:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://222.241.154.37:9901/tsfile/live/23018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://183.185.41.49:8082/rtp/226.0.2.168:9256
CCTV-5+,http://60.220.167.81:8082/rtp/226.0.2.168:9256
CCTV-5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-5+,http://221.234.167.191:8888/rtp/239.69.1.12:9712
CCTV-5+,http://183.185.221.116:8085/rtp/226.0.2.168:9256
CCTV-5+,http://60.220.167.139:8082/rtp/226.0.2.168:9256
CCTV-5+,http://171.116.15.89:8083/rtp/226.0.2.168:9256
CCTV-5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8
CCTV-5+,http://183.185.13.120:8083/rtp/226.0.2.168:9256
CCTV-5+,http://125.113.131.95:8888/rtp/233.50.201.220:5140
CCTV-5+,http://171.116.15.89:8082/rtp/226.0.2.168:9256
CCTV-5+,http://113.206.119.145:8002/rtp/225.0.4.73:7980
CCTV-5+,http://123.145.34.254:8001/rtp/225.0.4.73:7980
CCTV-5+,http://1.82.144.44:4022/rtp/239.111.205.13:5140
CCTV-5+,http://183.185.41.114:8082/rtp/226.0.2.168:9256
CCTV-5+,http://60.26.3.215:7000/rtp/225.1.1.121:5002
CCTV-5+,http://124.165.251.82:9999/tsfile/live/0019_1.m3u8
CCTV-5+,http://123.145.72.208:8001/rtp/225.0.4.73:7980
CCTV-6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-6,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-6,http://60.220.167.81:8082/rtp/226.0.2.23:8096
CCTV-6,http://60.220.167.139:8082/rtp/226.0.2.23:8096
CCTV-6,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8
CCTV-6,http://183.185.41.114:8082/rtp/226.0.2.210:9592
CCTV-6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-6,http://60.220.167.139:8082/rtp/226.0.2.210:9592
CCTV-6,http://171.116.15.89:8083/rtp/226.0.2.23:8096
CCTV-6,http://171.116.15.89:8082/rtp/226.0.2.210:9592
CCTV-6,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8
CCTV-6,http://124.228.160.169:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://113.206.119.145:8002/rtp/225.0.4.144:7980
CCTV-6,http://183.185.41.49:8082/rtp/226.0.2.23:8096
CCTV-6,http://171.116.15.89:8082/rtp/226.0.2.23:8096
CCTV-6,http://183.185.41.114:8082/rtp/226.0.2.23:8096
